,author,date,description,detection,falsepositives,fields,id,level,logsource,modified,references,related,status,tags,title,notes,enrichment,Note,analysis
299,"Mauricio Velazco, Michael Haag",2021/09/02,"Detect suspicious Kerberos TGT requests. Once an attacer obtains a computer certificate by abusing Active Directory Certificate Services in combination with PetitPotam, the next step would be to leverage the certificate for malicious purposes. One way of doing this is to request a Kerberos Ticket Granting Ticket using a tool like Rubeus. This request will generate a 4768 event with some unusual fields depending on the environment. This analytic will require tuning, we recommend filtering Account_Name to the Domain Controller computer accounts.","{u'filter_thumbprint': {u'CertThumbprint': u''}, u'selection': {u'EventID': 4768, u'TargetUserName|endswith': u'$', u'CertThumbprint': u'*'}, u'filter_local': {u'IpAddress': u'::1'}, u'condition': u'selection and not filter_local and not filter_thumbprint'}",[False positives are possible if the environment is using certificates for authentication. We recommend filtering Account_Name to the Domain Controller computer accounts.],,6a53d871-682d-40b6-83e0-b7c1a6c4e3a5,high,"{u'definition': u'The advanced audit policy setting ""Account Logon > Kerberos Authentication Service"" must be configured for Success/Failure', u'product': u'windows', u'service': u'security'}",2021/09/07,"[https://github.com/topotam/PetitPotam, https://isc.sans.edu/forums/diary/Active+Directory+Certificate+Services+ADCS+PKI+domain+admin+vulnerability/27668/, https://github.com/splunk/security_content/blob/develop/detections/endpoint/petitpotam_suspicious_kerberos_tgt_request.yml]",,,"[attack.credential_access, attack.t1187]",PetitPotam Suspicious Kerberos TGT Request,,,,
300,"Ilyas Ochkov, oscd.community, Chakib Gzenayi (@Chak092), Hosni Mribah",2019/10/25,Detects DCShadow via create new SPN,"{u'selection1': {u'EventID': 4742, u'ServicePrincipalNames|contains': u'GC/'}, u'condition': u'selection1 or selection2', u'selection2': {u'EventID': 5136, u'AttributeValue|startswith': u'GC/', u'AttributeLDAPDisplayName': u'servicePrincipalName'}}",[Exclude known DCs],,32e19d25-4aed-4860-a55a-be99cb0bf7ed,high,"{u'product': u'windows', u'service': u'security'}",2021/07/06,"[https://github.com/Neo23x0/sigma/blob/ec5bb710499caae6667c7f7311ca9e92c03b9039/rules/windows/builtin/win_dcsync.yml, https://twitter.com/gentilkiwi/status/1003236624925413376, https://gist.github.com/gentilkiwi/dcc132457408cf11ad2061340dcb53c2, https://blog.alsid.eu/dcshadow-explained-4510f52fc19d]",,experimental,"[attack.credential_access, attack.t1207]",Possible DC Shadow,,,,
301,"oscd.community, Natalia Shornikova",2020/10/06,Detects powershell script installed as a Service,"{u'powershell_as_service': {u'ImagePath|contains': [u'powershell', u'pwsh']}, u'condition': u'service_creation and powershell_as_service', u'service_creation': {u'EventID': 7045}}",[Unknown],,a2e5019d-a658-4c6a-92bf-7197b54e2cae,high,"{u'product': u'windows', u'service': u'system'}",2021/09/21,[https://speakerdeck.com/heirhabarov/hunting-for-powershell-abuse],,experimental,"[attack.execution, attack.t1569.002]",PowerShell Scripts Installed as Services,,,,
302,"Aleksandr Akhremchik, @aleqs4ndr, ocsd.community",2020/10/15,Detects Netlogon Elevation of Privilege Vulnerability aka Zerologon (CVE-2020-1472),"{u'filter': {u'PasswordLastSet': u'-'}, u'selection': {u'EventID': 4742, u'TargetUserName': u'%DC-MACHINE-NAME%', u'SubjectUserName': u'ANONYMOUS LOGON'}, u'condition': u'selection and not filter'}","[automatic DC computer account password change, legitimate DC computer account password change]",,dd7876d8-0f09-11eb-adc1-0242ac120002,high,"{u'product': u'windows', u'service': u'security'}",2021/07/07,"[https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2020-1472, https://www.logpoint.com/en/blog/detecting-zerologon-vulnerability-in-logpoint/]",,experimental,"[attack.t1068, attack.privilege_escalation]",Possible Zerologon (CVE-2020-1472) Exploitation,,,,
303,Roberto Rodriguez @Cyb3rWard0g,2019/08/10,Detects access to a protected_storage service over the network. Potential abuse of DPAPI to extract domain backup keys from Domain Controllers,"{u'selection': {u'EventID': 5145, u'RelativeTargetName': u'protected_storage', u'ShareName|contains': u'IPC'}, u'condition': u'selection'}",[Unknown],,45545954-4016-43c6-855e-eae8f1c369dc,critical,"{u'product': u'windows', u'service': u'security'}",2020/08/23,[https://threathunterplaybook.com/notebooks/windows/06_credential_access/WIN-190620024610.html],,experimental,"[attack.lateral_movement, attack.t1021, attack.t1021.002]",Protected Storage Service Access,,,,
304,Florian Roth,2017/05/15,Detects QuarksPwDump clearing access history in hive,"{u'selection': {u'EventID': 16, u'HiveName|endswith': u'.dmp', u'HiveName|contains': u'\AppData\Local\Temp\SAM'}, u'condition': u'selection'}",[Unknown],,39f919f3-980b-4e6f-a975-8af7e507ef2b,critical,"{u'product': u'windows', u'service': u'system'}",2019/11/13,,,experimental,"[attack.credential_access, attack.t1003, attack.t1003.002]",QuarksPwDump Clearing Access History,,,,
305,Florian Roth,2017/03/23,"Detects rare scheduled tasks creations that only appear a few times per time frame and could reveal password dumpers, backdoor installs or other types of malicious code","{u'selection': {u'EventID': 4698}, u'condition': u'selection | count() by TaskName < 5', u'timeframe': u'7d'}","[Software installation, Software updates]",,b0d77106-7bb0-41fe-bd94-d1752164d066,low,"{u'definition': u'The Advanced Audit Policy setting Object Access > Audit Other Object Access Events has to be configured to allow this detection (not in the baseline recommendations by Microsoft). We also recommend extracting the Command field from the embedded XML in the event data.', u'product': u'windows', u'service': u'security'}",,,,experimental,"[attack.execution, attack.privilege_escalation, attack.persistence, attack.t1053, car.2013-08-001, attack.t1053.005]",Rare Schtasks Creations,,,,
306,Florian Roth,2017/03/08,"Detects rare service installs that only appear a few times per time frame and could reveal password dumpers, backdoor installs or other types of malicious services","{u'selection': {u'EventID': 7045}, u'condition': u'selection | count() by ServiceFileName < 5', u'timeframe': u'7d'}","[Software installation, Software updates]",,66bfef30-22a5-4fcd-ad44-8d81e60922ae,low,"{u'product': u'windows', u'service': u'system'}",,,,experimental,"[attack.persistence, attack.privilege_escalation, attack.t1050, car.2013-09-005, attack.t1543.003]",Rare Service Installs,,,,
307,"Florian Roth (rule), Adam Bradbury (idea)",2019/06/02,Detects the use of a scanner by zerosum0x0 that discovers targets vulnerable to  CVE-2019-0708 RDP RCE aka BlueKeep,"{u'selection': {u'EventID': 4625, u'AccountName': u'AAAAAAA'}, u'condition': u'selection'}",[Unlikely],,8400629e-79a9-4737-b387-5db940ab2367,critical,"{u'product': u'windows', u'service': u'security'}",,"[https://twitter.com/AdamTheAnalyst/status/1134394070045003776, https://github.com/zerosum0x0/CVE-2019-0708]",,,"[attack.lateral_movement, attack.t1210, car.2013-07-002]",Scanner PoC for CVE-2019-0708 RDP RCE Vuln,,,,
308,Thomas Patzke,2019/01/28,RDP login with localhost source address may be a tunnelled login,"{u'selection': {u'EventID': 4624, u'LogonType': 10, u'IpAddress': [u'::1', u'127.0.0.1']}, u'condition': u'selection'}",[Unknown],,51e33403-2a37-4d66-a574-1fda1782cc31,high,"{u'product': u'windows', u'service': u'security'}",2021/07/07,[https://www.fireeye.com/blog/threat-research/2019/01/bypassing-network-restrictions-through-rdp-tunneling.html],,experimental,"[attack.lateral_movement, attack.t1076, car.2013-07-002, attack.t1021.001]",RDP Login from Localhost,,,,
309,"Lionel PRAT, Christophe BROCAS, @atc_project (improvements)",2019/05/24,"Detect suspicious error on protocol RDP, potential CVE-2019-0708","{u'selection': {u'EventID': [56, 50], u'Provider_Name': u'TermDD'}, u'condition': u'selection'}",[Bad connections or network interruptions],,aaa5b30d-f418-420b-83a0-299cb6024885,high,"{u'product': u'windows', u'service': u'system'}",2021/10/13,"[https://github.com/zerosum0x0/CVE-2019-0708, https://github.com/Ekultek/BlueKeep]",,experimental,"[attack.lateral_movement, attack.t1210, car.2013-07-002]",Potential RDP Exploit CVE-2019-0708,,,,
310,Samir Bousseaden,2019/02/16,Detects svchost hosting RDP termsvcs communicating with the loopback address,"{u'destinationRDP': {u'SourceAddress': [u'127.*', u'::1'], u'DestPort': 3389}, u'sourceRDP': {u'SourcePort': 3389, u'DestAddress': [u'127.*', u'::1']}, u'selection': {u'EventID': 5156}, u'condition': u'selection and ( sourceRDP or destinationRDP )'}",[unknown],,5bed80b6-b3e8-428e-a3ae-d3c757589e41,high,"{u'product': u'windows', u'service': u'security'}",2021/07/06,"[https://twitter.com/SBousseaden/status/1096148422984384514, https://github.com/sbousseaden/EVTX-ATTACK-SAMPLES/blob/master/Command%20and%20Control/DE_RDP_Tunnel_5156.evtx]",,experimental,"[attack.defense_evasion, attack.command_and_control, attack.lateral_movement, attack.t1076, attack.t1090, attack.t1090.001, attack.t1090.002, attack.t1021.001, car.2013-07-002]",RDP over Reverse SSH Tunnel WFP,,,,
311,"Roberto Rodriguez (source), Ilyas Ochkov (rule), oscd.community",2019/10/24,Detects potential use of Rubeus via registered new trusted logon process,"{u'selection': {u'EventID': 4611, u'LogonProcessName': u'User32LogonProcesss'}, u'condition': u'selection'}",[Unknown],,12e6d621-194f-4f59-90cc-1959e21e69f7,critical,"{u'product': u'windows', u'service': u'security'}",2021/08/14,[https://posts.specterops.io/hunting-in-active-directory-unconstrained-delegation-forests-trusts-71f2b33688e1],,experimental,"[attack.lateral_movement, attack.privilege_escalation, attack.t1208, attack.t1558.003]",Register new Logon Process by Rubeus,,,,
312,Roberto Rodriguez @Cyb3rWard0g,2019/09/12,Detects basic PowerShell Remoting (WinRM) by monitoring for network inbound connections to ports 5985 OR 5986,"{u'selection': {u'EventID': 5156, u'LayerRTID': 44, u'DestPort': [5985, 5986]}, u'condition': u'selection'}",[Legitimate use of remote PowerShell execution],,13acf386-b8c6-4fe0-9a6e-c4756b974698,high,"{u'product': u'windows', u'service': u'security'}",2021/05/21,[https://threathunterplaybook.com/notebooks/windows/02_execution/WIN-190511223310.html],,experimental,"[attack.execution, attack.t1086, attack.t1059.001]",Remote PowerShell Sessions Network Connections (WinRM),,,,
313,"Teymur Kheirkhabarov, oscd.community",2019/10/22,Remote registry management using REG utility from non-admin workstation,"{u'selection_1': {u'EventID': 5145, u'RelativeTargetName|contains': u'\winreg'}, u'selection_2': {u'IpAddress': u'%Admins_Workstations%'}, u'condition': u'selection_1 and not selection_2'}",[Legitimate usage of remote registry management by administrator],,68fcba0d-73a5-475e-a915-e8b4c576827e,medium,"{u'product': u'windows', u'service': u'security'}",2020/08/23,[https://www.slideshare.net/heirhabarov/hunting-for-credentials-dumping-in-windows-environment],,experimental,"[attack.defense_evasion, attack.t1112, attack.discovery, attack.t1012, attack.credential_access, attack.t1552.002, attack.s0075]",Remote Registry Management Using Reg Utility,,,,
314,"oscd.community, @redcanary, Zach Stanford @svch0st",2020/10/10,Adversaries may install a root certificate on a compromised system to avoid warnings when connecting to adversary controlled web servers.,"{u'selection1': {u'EventID': 4104, u'ScriptBlockText|contains|all': [u'Move-Item', u'Cert:\LocalMachine\Root']}, u'condition': u'selection1 or selection2', u'selection2': {u'EventID': 4104, u'ScriptBlockText|contains|all': [u'Import-Certificate', u'Cert:\LocalMachine\Root']}}",[Help Desk or IT may need to manually add a corporate Root CA on occasion. Need to test if GPO push doesn't trigger FP],,42821614-9264-4761-acfc-5772c3286f76,medium,"{u'product': u'windows', u'service': u'powershell'}",2021/09/21,[https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1553.004/T1553.004.md],,experimental,"[attack.defense_evasion, attack.t1553.004]",Root Certificate Installed,,,,
315,Roberto Rodriguez @Cyb3rWard0g,2019/08/12,Detects handles requested to SAM registry hive,"{u'selection': {u'EventID': 4656, u'ObjectName|endswith': u'\SAM', u'ObjectType': u'Key'}, u'condition': u'selection'}",[Unknown],"[ComputerName, SubjectDomainName, SubjectUserName, ProcessName, ObjectName]",f8748f2c-89dc-4d95-afb0-5a2dfdbad332,critical,"{u'product': u'windows', u'service': u'security'}",2020/08/23,[https://threathunterplaybook.com/notebooks/windows/07_discovery/WIN-190725024610.html],,experimental,"[attack.discovery, attack.t1012, attack.credential_access, attack.t1552.002]",SAM Registry Hive Handle Request,,,,
316,David Strassegger,2021/01/22,Detects scheduled task deletion events. Scheduled tasks are likely to be deleted if not used for persistence. Malicious Software often creates tasks directly under the root node e.g. \TASKNAME,"{u'selection': {u'EventID': 4699}, u'condition': u'selection'}",[Software installation],,4f86b304-3e02-40e3-aa5d-e88a167c9617,medium,"{u'definition': u'The Advanced Audit Policy setting Object Access > Audit Other Object Access Events has to be configured to allow this detection. We also recommend extracting the Command field from the embedded XML in the event data.', u'product': u'windows', u'service': u'security'}",,"[https://twitter.com/matthewdunwoody/status/1352356685982146562, https://docs.microsoft.com/en-us/windows/security/threat-protection/auditing/event-4699]",,experimental,"[attack.execution, attack.privilege_escalation, attack.t1053, car.2013-08-001, attack.t1053.005]",Scheduled Task Deletion,,,,
317,Roberto Rodriguez @Cyb3rWard0g,2019/08/12,Detects non-system users failing to get a handle of the SCM database.,"{u'filter': {u'SubjectLogonId': u'0x3e4'}, u'selection': {u'EventID': 4656, u'Keywords': u'Audit Failure', u'ObjectName': u'servicesactive', u'ObjectType': u'SC_MANAGER OBJECT'}, u'condition': u'selection and not filter'}",[Unknown],,13addce7-47b2-4ca0-a98f-1de964d1d669,critical,"{u'product': u'windows', u'service': u'security'}",,[https://threathunterplaybook.com/notebooks/windows/07_discovery/WIN-190826010110.html],,experimental,[attack.discovery],SCM Database Handle Failure,,,,
318,Roberto Rodriguez @Cyb3rWard0g,2019/08/15,Detects non-system users performing privileged operation os the SCM database,"{u'filter': {u'SubjectLogonId': u'0x3e4'}, u'selection': {u'EventID': 4674, u'PrivilegeList': u'SeTakeOwnershipPrivilege', u'ObjectName': u'servicesactive', u'ObjectType': u'SC_MANAGER OBJECT'}, u'condition': u'selection and not filter'}",[Unknown],,dae8171c-5ec6-4396-b210-8466585b53e9,critical,"{u'product': u'windows', u'service': u'security'}",,[https://threathunterplaybook.com/notebooks/windows/07_discovery/WIN-190826010110.html],,experimental,"[attack.privilege_escalation, attack.t1548]",SCM Database Privileged Operation,,,,
319,"Roberto Rodriguez (Cyb3rWard0g), OTR (Open Threat Research)",2020/09/02,Detect potential adversaries leveraging WMI ActiveScriptEventConsumers remotely to move laterally in a network,"{u'filter': {u'TargetLogonId': u'0x3e7'}, u'selection': {u'EventID': 4624, u'LogonType': 3, u'ProcessName|endswith': u'scrcons.exe'}, u'condition': u'selection and not filter'}",[SCCM],,9599c180-e3a8-4743-8f92-7fb96d3be648,high,"{u'product': u'windows', u'service': u'security'}",,[https://threathunterplaybook.com/notebooks/windows/08_lateral_movement/WIN-200902020333.html],,experimental,"[attack.lateral_movement, attack.privilege_escalation, attack.persistence, attack.t1546.003]",Remote WMI ActiveScriptEventConsumers,,,,
320,"Florian Roth, Wojciech Lesicki",2021/05/26,Detects known malicious service installs that appear in cases in which a Cobalt Strike beacon elevates privileges or lateral movement,"{u'selection4': {u'ServiceFileName|base64offset|contains': u'IEX (New-Object Net.Webclient).DownloadString('http://127.0.0.1:'}, u'selection_id': {u'EventID': 4697}, u'selection1': {u'ServiceFileName|contains|all': [u'ADMIN$', u'.exe']}, u'selection2': {u'ServiceFileName|contains|all': [u'%COMSPEC%', u'start', u'powershell']}, u'selection3': {u'ServiceFileName|contains': u'powershell -nop -w hidden -encodedcommand'}, u'condition': u'selection_id and (selection1 or selection2 or selection3 or selection4)'}",[Unknown],,d7a95147-145f-4678-b85d-d1ff4a3bb3f6,critical,"{u'product': u'windows', u'service': u'security'}",2021/09/21,"[https://www.sans.org/webcasts/119395, https://www.crowdstrike.com/blog/getting-the-bacon-from-cobalt-strike-beacon/, https://thedfirreport.com/2021/08/29/cobalt-strike-a-defenders-guide/]","[{u'type': u'derived', u'id': u'5a105d34-05fc-401e-8553-272b45c1522d'}]",,"[attack.execution, attack.privilege_escalation, attack.lateral_movement, attack.t1021.002, attack.t1543.003, attack.t1569.002]",CobaltStrike Service Installations,,,,
321,"Florian Roth, Teymur Kheirkhabarov, Daniil Yugoslavskiy, oscd.community",2017/03/05,Detects well-known credential dumping tools execution via service execution events,"{u'selection': {u'EventID': 4697, u'ServiceFileName|contains': [u'fgexec', u'dumpsvc', u'cachedump', u'mimidrv', u'gsecdump', u'servpw', u'pwdump']}, u'condition': u'selection'}",[Legitimate Administrator using credential dumping tool for password recovery],,f0d1feba-4344-4ca9-8121-a6c97bd6df52,high,"{u'product': u'windows', u'service': u'security'}",2021/09/21,[https://www.slideshare.net/heirhabarov/hunting-for-credentials-dumping-in-windows-environment],"[{u'type': u'derived', u'id': u'4976aa50-8f41-45c6-8b15-ab3fc10e79ed'}]",,"[attack.credential_access, attack.execution, attack.t1003, attack.t1003.001, attack.t1003.002, attack.t1003.004, attack.t1003.005, attack.t1003.006, attack.t1035, attack.t1569.002, attack.s0005]",Credential Dumping Tools Service Execution,,,,
322,"Florian Roth, Daniil Yugoslavskiy, oscd.community (update)",2017/03/27,"Detects known malicious service installs that only appear in cases of lateral movement, credential dumping, and other suspicious activities.","{u'selection': {u'EventID': 4697}, u'condition': u'selection and 1 of malsvc_*', u'malsvc_apt29': {u'ServiceName': u'javamtsup'}}",[Penetration testing],,cb062102-587e-4414-8efa-dbe3c7bf19c6,critical,"{u'product': u'windows', u'service': u'security'}",2021/09/21,"[https://awakesecurity.com/blog/threat-hunting-for-paexec/, https://www.fireeye.com/blog/threat-research/2017/05/wannacry-malware-profile.html, https://blog.f-secure.com/wp-content/uploads/2019/10/CosmicDuke.pdf]","[{u'type': u'derived', u'id': u'2cfe636e-317a-4bee-9f2c-1066d9f54d1a'}]",,"[attack.persistence, attack.privilege_escalation, attack.t1003, attack.t1035, attack.t1050, car.2013-09-005, attack.t1543.003, attack.t1569.002]",Malicious Service Installations,,,,
